Run Duration (ms)	Benchmark	Run(#)	CPU Frequency (MHz)	CPU Temperature(C)	Voltage[V]	Power[W]	CPU_CYCLES	INST_SPEC	TTBR_WRITE_RETIRED	BUS_CYCLES	CHAIN	L1D_CACHE_LD
6.000000	streamcluster	1	307	36.000000	5.056000	0.485000	1385268147	1325261515	1785368	1385259278	0	249517083	
6.000000	streamcluster	1	403	36.000000	5.056000	0.525000	1387680308	1322484907	1786116	1387671656	0	249256053	
4.000000	streamcluster	1	403	35.000000	5.056000	0.524000	1396328970	1328627471	1788840	1396320269	0	250411109	
4.000000	streamcluster	1	403	36.000000	5.048000	0.524000	1397160357	1326452452	1786340	1397151936	0	249806175	
4.000000	streamcluster	1	518	36.000000	5.048000	0.605000	1402657463	1320323671	1784600	1402648734	0	248535799	
4.000000	streamcluster	1	518	36.000000	5.048000	0.605000	1407505862	1328006781	1787412	1407497560	0	250467208	
4.000000	streamcluster	1	518	36.000000	5.048000	0.605000	1413316166	1331145263	1789984	1413307234	0	250821910	
4.000000	streamcluster	1	614	36.000000	5.048000	0.646000	1414412786	1319297334	1785732	1414404862	0	248702832	
4.000000	streamcluster	1	614	36.000000	5.048000	0.646000	1425815081	1332834358	1789488	1425806779	0	251174380	
6.000000	streamcluster	1	614	36.000000	5.048000	0.646000	1425299291	1326954090	1788372	1425290926	0	250423096	
4.000000	streamcluster	1	710	36.000000	5.048000	0.726000	1424541208	1319060026	1785700	1424532920	0	248562604	
4.000000	streamcluster	1	710	36.000000	5.048000	0.686000	1434530077	1326747052	1787948	1434522153	0	250294306	
2.000000	streamcluster	1	710	36.000000	5.048000	0.725000	1435303403	1329149744	1788100	1435295360	0	250847779	
2.000000	streamcluster	1	921	36.000000	5.048000	0.807000	1464729907	1327142284	1789228	1464722109	0	250667169	
4.000000	streamcluster	1	921	36.000000	5.048000	0.846000	1462231918	1323810745	1787888	1462224274	0	249827558	
2.000000	streamcluster	1	921	36.000000	5.048000	0.888000	1468197843	1331397945	1790872	1468189492	0	251393331	
2.000000	streamcluster	1	1036	35.000000	5.048000	0.888000	1476778208	1321973980	1787656	1476770585	0	249443508	
2.000000	streamcluster	1	1036	36.000000	5.048000	0.928000	1476852442	1323248791	1787596	1476844854	0	249759764	
4.000000	streamcluster	1	1036	36.000000	5.040000	0.887000	1484652759	1325812465	1790508	1484644674	0	250192668	
2.000000	streamcluster	1	1132	36.000000	5.048000	0.928000	1485163533	1326122632	1789108	1485156001	0	250513768	
4.000000	streamcluster	1	1132	36.000000	5.048000	0.928000	1477641060	1318539887	1788900	1477633241	0	249072550	
2.000000	streamcluster	1	1132	36.000000	5.040000	0.928000	1469247331	1309234344	1783860	1469239645	0	247029607	
4.000000	streamcluster	1	1224	36.000000	5.040000	1.088000	1509888482	1334128703	1791500	1509880978	0	252041528	
2.000000	streamcluster	1	1224	36.000000	5.040000	1.048000	1498318885	1322028198	1787672	1498311038	0	249549065	
4.000000	streamcluster	1	1224	36.000000	5.040000	1.048000	1514223864	1337964930	1791692	1514216220	0	252754465	
2.000000	streamcluster	1	1428	37.000000	5.040000	1.209000	1522201073	1319254738	1787264	1522193737	0	249133965	
2.000000	streamcluster	1	1428	37.000000	5.040000	1.290000	1513489982	1312158205	1785040	1513482492	0	247678890	
2.000000	streamcluster	1	1428	36.000000	5.040000	1.290000	1512327635	1309495383	1783948	1512319543	0	247019437	
2.000000	streamcluster	1	1479	37.000000	5.032000	1.408000	1526940894	1313459258	1787684	1526932970	0	247958841	
2.000000	streamcluster	1	1479	37.000000	5.032000	1.368000	1536196018	1321090405	1787900	1536187800	0	249456955	
2.000000	streamcluster	1	1479	37.000000	5.032000	1.408000	1522772312	1309451990	1785124	1522764668	0	247411348	
18.000000	vips	1	102	35.000000	5.072000	0.243000	1589689234	1532514194	1817508	1589677964	0	287977252	
12.000000	vips	1	102	36.000000	5.072000	0.243000	1597129815	1535055827	1818768	1597118125	0	288470930	
16.000000	vips	1	102	35.000000	5.064000	0.243000	1602970182	1541806381	1819744	1602958688	0	289723945	
8.000000	vips	1	204	35.000000	5.064000	0.324000	1565094295	1512705363	1815804	1565084082	0	284752933	
8.000000	vips	1	204	35.000000	5.064000	0.324000	1561192108	1517199278	1815768	1561181909	0	285864494	
8.000000	vips	1	204	35.000000	5.064000	0.364000	1587112333	1535429317	1820912	1587101539	0	289417561	
6.000000	vips	1	307	36.000000	5.064000	0.364000	1556417905	1504448565	1813216	1556408168	0	282858569	
4.000000	vips	1	307	35.000000	5.064000	0.405000	1567069774	1509581823	1815224	1567060618	0	284444172	
6.000000	vips	1	307	35.000000	5.064000	0.364000	1566727806	1511671904	1815600	1566718447	0	285000150	
4.000000	vips	1	403	36.000000	5.064000	0.405000	1570194564	1504004572	1816564	1570185345	0	283410892	
6.000000	vips	1	403	36.000000	5.064000	0.445000	1560961210	1492859576	1811568	1560951781	0	281330616	
6.000000	vips	1	403	36.000000	5.064000	0.445000	1555367457	1488150502	1812348	1555358280	0	280463102	
4.000000	vips	1	518	36.000000	5.064000	0.486000	1573392215	1488302870	1813616	1573382884	0	280851802	
4.000000	vips	1	518	36.000000	5.064000	0.486000	1576505309	1494827925	1814452	1576495299	0	281862384	
4.000000	vips	1	518	36.000000	5.072000	0.486000	1567742296	1486503459	1810656	1567733630	0	280395002	
4.000000	vips	1	614	36.000000	5.064000	0.526000	1585572598	1490438734	1811540	1585564520	0	281105108	
4.000000	vips	1	614	36.000000	5.064000	0.526000	1593778194	1497883505	1814348	1593768968	0	282802922	
4.000000	vips	1	614	36.000000	5.072000	0.486000	1585379416	1493859930	1812936	1585371079	0	281703193	
2.000000	vips	1	710	36.000000	5.064000	0.567000	1601682032	1491102795	1811332	1601673289	0	281243877	
2.000000	vips	1	710	36.000000	5.064000	0.567000	1616948964	1508477728	1816672	1616940669	0	284902550	
2.000000	vips	1	710	36.000000	5.064000	0.567000	1592475447	1486395119	1811412	1592466655	0	280274892	
2.000000	vips	1	921	36.000000	5.064000	0.648000	1624293592	1484346644	1811464	1624284961	0	280029692	
4.000000	vips	1	921	36.000000	5.064000	0.648000	1623017180	1481541696	1811428	1623008808	0	279752133	
4.000000	vips	1	921	35.000000	5.064000	0.687000	1624456278	1487865816	1811668	1624447178	0	280658290	
2.000000	vips	1	1036	36.000000	5.056000	0.728000	1645386843	1488908072	1812144	1645378821	0	281001229	
2.000000	vips	1	1036	36.000000	5.056000	0.728000	1654135873	1499155677	1814960	1654127627	0	283166241	
4.000000	vips	1	1036	36.000000	5.056000	0.728000	1658877697	1499362031	1816440	1658869528	0	282700572	
4.000000	vips	1	1132	36.000000	5.056000	0.728000	1646239932	1485557529	1812764	1646231385	0	280619705	
2.000000	vips	1	1132	36.000000	5.056000	0.768000	1634001561	1472516031	1808620	1633993609	0	278126810	
2.000000	vips	1	1132	36.000000	5.056000	0.768000	1653578871	1491843469	1814564	1653570737	0	281929409	
4.000000	vips	1	1224	36.000000	5.056000	0.889000	1661987251	1486789170	1812408	1661979313	0	280306211	
2.000000	vips	1	1224	37.000000	5.056000	0.889000	1672729728	1491540592	1812372	1672721363	0	281514816	
4.000000	vips	1	1224	37.000000	5.056000	0.889000	1671315545	1494386384	1815396	1671307726	0	282291177	
2.000000	vips	1	1428	37.000000	5.048000	1.130000	1683450525	1472864280	1808496	1683442076	0	278106355	
2.000000	vips	1	1428	38.000000	5.048000	1.130000	1705033444	1500971044	1814968	1705025114	0	283305954	
2.000000	vips	1	1428	37.000000	5.040000	1.209000	1681604841	1474199244	1808020	1681597050	0	278200678	
2.000000	vips	1	1479	37.000000	5.048000	1.169000	1695510617	1482159599	1812412	1695502987	0	279854193	
4.000000	vips	1	1479	37.000000	5.040000	1.209000	1698605761	1480342522	1811292	1698597424	0	279669332	
4.000000	vips	1	1479	38.000000	5.040000	1.249000	1694295305	1481805592	1813120	1694286954	0	280007905	
14.000000	x264	1	102	36.000000	5.072000	0.243000	1442848716	1380929815	1811816	1442838146	0	259086315	
14.000000	x264	1	102	36.000000	5.072000	0.243000	1441799806	1379256535	1811092	1441788977	0	258754862	
20.000000	x264	1	102	35.000000	5.072000	0.243000	1453568590	1392107789	1813760	1453558174	0	261487518	
6.000000	x264	1	204	35.000000	5.072000	0.324000	1431406195	1376833798	1813720	1431396822	0	258968945	
6.000000	x264	1	204	35.000000	5.072000	0.324000	1420877049	1364138193	1811028	1420867088	0	256591482	
8.000000	x264	1	204	35.000000	5.072000	0.324000	1400759423	1345141197	1804772	1400749784	0	253037796	
6.000000	x264	1	307	35.000000	5.072000	0.364000	1397796914	1341662504	1804888	1397787478	0	252541211	
6.000000	x264	1	307	35.000000	5.072000	0.405000	1410037434	1349314043	1808468	1410028740	0	253901920	
6.000000	x264	1	307	35.000000	5.072000	0.364000	1419112691	1357579495	1808484	1419103528	0	255577750	
4.000000	x264	1	403	35.000000	5.072000	0.405000	1414829697	1344079169	1806832	1414820415	0	253035071	
6.000000	x264	1	403	35.000000	5.072000	0.405000	1419900636	1351560447	1808096	1419891256	0	254455806	
4.000000	x264	1	403	35.000000	5.072000	0.405000	1409461950	1341227517	1805436	1409452717	0	252314082	
4.000000	x264	1	518	35.000000	5.072000	0.446000	1424691964	1339994419	1807876	1424683921	0	252534929	
4.000000	x264	1	518	35.000000	5.072000	0.446000	1421415795	1336897162	1805260	1421407486	0	251849843	
4.000000	x264	1	518	36.000000	5.072000	0.445000	1423108229	1337759432	1805260	1423099892	0	252037896	
4.000000	x264	1	614	35.000000	5.072000	0.446000	1436056080	1335459518	1806128	1436047582	0	251338788	
4.000000	x264	1	614	35.000000	5.072000	0.486000	1432386699	1334007084	1805116	1432377935	0	251149136	
4.000000	x264	1	614	35.000000	5.064000	0.486000	1433165078	1334009240	1805164	1433156993	0	251396068	
2.000000	x264	1	710	35.000000	5.064000	0.526000	1443180962	1330847674	1805096	1443172632	0	250794047	
4.000000	x264	1	710	36.000000	5.064000	0.486000	1443861299	1333478789	1804828	1443852990	0	251264979	
2.000000	x264	1	710	35.000000	5.072000	0.486000	1440556245	1327698880	1803480	1440547467	0	250031253	
2.000000	x264	1	921	35.000000	5.064000	0.567000	1471799983	1330622339	1804404	1471791289	0	250663685	
2.000000	x264	1	921	35.000000	5.064000	0.567000	1482550460	1335877443	1805964	1482542634	0	251704798	
4.000000	x264	1	921	36.000000	5.064000	0.567000	1477568557	1337454284	1807200	1477560332	0	252218305	
2.000000	x264	1	1036	36.000000	5.064000	0.607000	1495511276	1335941480	1808160	1495503401	0	252041907	
2.000000	x264	1	1036	36.000000	5.064000	0.688000	1495501033	1331143722	1807080	1495493186	0	250961925	
4.000000	x264	1	1036	36.000000	5.064000	0.648000	1487792970	1330830452	1804312	1487785291	0	250779102	
2.000000	x264	1	1132	36.000000	5.064000	0.648000	1497460704	1331959152	1805608	1497452437	0	250968960	
2.000000	x264	1	1132	36.000000	5.064000	0.648000	1500400126	1333423616	1805800	1500392307	0	251529157	
4.000000	x264	1	1132	35.000000	5.064000	0.648000	1497581647	1334362779	1807320	1497574003	0	251410579	
4.000000	x264	1	1224	36.000000	5.064000	0.728000	1505992678	1325785868	1805564	1505984922	0	249928029	
2.000000	x264	1	1224	36.000000	5.064000	0.729000	1513864884	1333211227	1806844	1513857100	0	251576399	
2.000000	x264	1	1224	36.000000	5.064000	0.729000	1510770954	1330994973	1804424	1510763016	0	250999232	
4.000000	x264	1	1428	36.000000	5.056000	0.889000	1538184674	1328128646	1804600	1538176862	0	250578459	
2.000000	x264	1	1428	37.000000	5.048000	0.928000	1544936261	1332787788	1806536	1544928449	0	251329378	
2.000000	x264	1	1428	36.000000	5.056000	0.930000	1534117990	1325136880	1805268	1534109926	0	250044260	
4.000000	x264	1	1479	36.000000	5.056000	0.969000	1559669570	1343527968	1810704	1559661814	0	253744821	
2.000000	x264	1	1479	37.000000	5.056000	0.969000	1546727440	1331160992	1805416	1546719670	0	251021523	
2.000000	x264	1	1479	36.000000	5.048000	1.049000	1549917438	1332546878	1805352	1549909234	0	251447780	
