Run Duration (ms)	Benchmark	Run(#)	CPU Frequency (MHz)	CPU Temperature(C)	Voltage[V]	Power[W]	CPU_CYCLES	PC_WRITE_SPEC	CRYPTO_SPEC	BR_IMMED_SPEC	BR_RETURN_SPEC	BR_INDIRECT_SPEC
3.500000	streamcluster	1	518	33.000000	5.056000	0.566000	1400823760	224112419	0	195616714	23755519	28460310	
4.000000	streamcluster	1	614	33.000000	5.056000	0.646000	1428085644	226681804	0	197789802	24148488	28856617	
3.500000	streamcluster	1	614	33.000000	5.048000	0.686000	1417088807	224021901	0	195549258	23731133	28437249	
3.500000	streamcluster	1	614	33.000000	5.048000	0.686000	1416946970	223967627	0	195519826	23707049	28412404	
3.000000	streamcluster	1	710	33.000000	5.048000	0.726000	1427978302	223994578	0	195538449	23717838	28420734	
3.000000	streamcluster	1	710	33.000000	5.048000	0.686000	1426763350	223829546	0	195371705	23716704	28422445	
3.500000	streamcluster	1	710	33.000000	5.048000	0.726000	1438073100	225480553	0	196713720	24024991	28731442	
3.500000	streamcluster	1	921	33.000000	5.048000	0.848000	1470558576	227438907	0	198394603	24307804	29008911	
4.000000	streamcluster	1	921	33.000000	5.048000	0.888000	1468932297	226340228	0	197508038	24096404	28796799	
3.500000	streamcluster	1	921	33.000000	5.048000	0.888000	1456425869	224084693	0	195630798	23724031	28418500	
3.500000	streamcluster	1	1036	33.000000	5.048000	0.888000	1475959955	224190509	0	195637572	23818037	28517539	
3.000000	streamcluster	1	1036	33.000000	5.048000	0.928000	1460558954	222062235	0	193854382	23479876	28172465	
3.000000	streamcluster	1	1036	33.000000	5.048000	0.888000	1470080820	223630540	0	195246486	23652659	28348663	
3.000000	streamcluster	1	1132	33.000000	5.048000	0.928000	1471488164	223095254	0	194740335	23623642	28319528	
3.000000	streamcluster	1	1132	33.000000	5.048000	0.928000	1509016775	229070306	0	199776862	24554540	29258045	
3.000000	streamcluster	1	1132	33.000000	5.048000	0.928000	1468762177	222683879	0	194439034	23515981	28209453	
3.000000	streamcluster	1	1224	33.000000	5.040000	1.008000	1496713548	225297718	0	196562376	24000262	28699952	
2.500000	streamcluster	1	1224	34.000000	5.048000	1.049000	1516431088	227995256	0	198877814	24382520	29082050	
3.000000	streamcluster	1	1224	33.000000	5.048000	1.049000	1487434766	223144276	0	194773901	23641793	28334978	
3.000000	streamcluster	1	1428	33.000000	5.040000	1.209000	1523414813	224269855	0	195768477	23771220	28465984	
2.500000	streamcluster	1	1428	34.000000	5.040000	1.330000	1525404026	224254641	0	195702065	23823365	28517179	
2.500000	streamcluster	1	1428	34.000000	5.040000	1.290000	1521655101	223590672	0	195201833	23660083	28353453	
3.000000	streamcluster	1	1479	34.000000	5.040000	1.411000	1532438011	224244894	0	195739433	23781413	28470077	
2.500000	streamcluster	1	1479	34.000000	5.040000	1.370000	1534538798	223978286	0	195548262	23701858	28394638	
3.000000	streamcluster	1	1479	34.000000	5.040000	1.370000	1525439664	223636348	0	195222962	23683554	28377994	
16.000000	vips	1	102	33.000000	5.072000	0.243000	1600306938	254453377	0	220735782	27803555	33681458	
19.500000	vips	1	102	33.000000	5.072000	0.243000	1607247189	255569905	0	221651958	27997747	33881800	
16.500000	vips	1	102	32.000000	5.072000	0.243000	1591600439	252617093	0	219269908	27436120	33311037	
6.500000	vips	1	204	32.000000	5.072000	0.324000	1570135876	252036406	0	218794175	27381517	33206094	
7.000000	vips	1	204	33.000000	5.072000	0.324000	1552291970	249854250	0	216965695	27032818	32852411	
7.000000	vips	1	204	32.000000	5.072000	0.324000	1574449404	252913753	0	219516450	27537688	33361166	
6.000000	vips	1	307	32.000000	5.064000	0.364000	1554313586	249154909	0	216419058	26898390	32699721	
5.000000	vips	1	307	32.000000	5.064000	0.364000	1550893106	247822368	0	215373784	26610975	32412447	
5.500000	vips	1	307	32.000000	5.072000	0.365000	1564346052	251183054	0	218137356	27208045	33009564	
4.500000	vips	1	403	32.000000	5.072000	0.405000	1565135666	248586947	0	215898426	26860823	32652388	
6.500000	vips	1	403	32.000000	5.072000	0.445000	1561090543	248188104	0	215627281	26732135	32524692	
4.500000	vips	1	403	32.000000	5.064000	0.405000	1559505560	248510963	0	215899624	26782364	32575200	
4.000000	vips	1	518	33.000000	5.072000	0.486000	1581761609	249489792	0	216722520	26939720	32731131	
4.000000	vips	1	518	32.000000	5.072000	0.446000	1583058544	250326904	0	217369507	27139615	32921262	
4.500000	vips	1	518	32.000000	5.072000	0.446000	1580558983	249276346	0	216474577	26978714	32765630	
4.000000	vips	1	614	33.000000	5.064000	0.526000	1582151038	247902079	0	215403840	26684722	32462102	
3.500000	vips	1	614	32.000000	5.064000	0.526000	1582522926	246762649	0	214398707	26547228	32327809	
3.500000	vips	1	614	32.000000	5.072000	0.486000	1584262628	247953421	0	215390759	26743215	32526529	
3.500000	vips	1	710	33.000000	5.064000	0.567000	1598253834	247765397	0	215288908	26662191	32440355	
3.000000	vips	1	710	33.000000	5.064000	0.526000	1613015420	250914804	0	217829981	27265971	33048691	
3.500000	vips	1	710	33.000000	5.064000	0.567000	1609813809	251015275	0	217871895	27324641	33107249	
2.500000	vips	1	921	33.000000	5.064000	0.648000	1619030998	245889260	0	213697784	26384232	32155341	
3.500000	vips	1	921	33.000000	5.064000	0.688000	1633445661	248458318	0	215772102	26879414	32650083	
3.000000	vips	1	921	33.000000	5.064000	0.648000	1626842169	247693781	0	215179207	26706658	32478440	
3.000000	vips	1	1036	33.000000	5.064000	0.729000	1633187250	245944490	0	213729225	26410118	32179126	
2.500000	vips	1	1036	33.000000	5.064000	0.728000	1653795377	250368012	0	217477342	27082634	32854534	
2.500000	vips	1	1036	33.000000	5.064000	0.729000	1643177078	247111082	0	214697005	26603995	32377943	
2.500000	vips	1	1132	33.000000	5.056000	0.768000	1655514992	249289803	0	216498055	26984557	32755612	
2.500000	vips	1	1132	33.000000	5.064000	0.728000	1650420964	247125025	0	214745750	26572991	32343145	
3.000000	vips	1	1132	33.000000	5.064000	0.729000	1646671012	246300634	0	213955442	26542184	32309055	
3.000000	vips	1	1224	33.000000	5.056000	0.889000	1668305022	248663023	0	216012140	26839031	32614748	
3.000000	vips	1	1224	33.000000	5.056000	0.889000	1653808817	246166519	0	213948344	26416608	32182044	
2.500000	vips	1	1224	33.000000	5.056000	0.849000	1663606766	247605789	0	215099935	26700402	32469720	
3.000000	vips	1	1428	34.000000	5.048000	1.130000	1691490812	246924088	0	214552022	26570901	32335932	
2.500000	vips	1	1428	34.000000	5.048000	1.130000	1699227033	247689297	0	215090947	26793922	32562211	
2.500000	vips	1	1428	34.000000	5.048000	1.171000	1685385831	245920559	0	213713734	26404548	32170688	
3.000000	vips	1	1479	34.000000	5.048000	1.211000	1710704358	248619807	0	215961384	26857928	32622290	
3.000000	vips	1	1479	34.000000	5.048000	1.171000	1705264477	247928791	0	215438397	26686464	32454244	
2.500000	vips	1	1479	34.000000	5.048000	1.211000	1701648731	246856351	0	214404178	26643695	32416035	
16.500000	x264	1	102	32.000000	5.072000	0.243000	1449130781	232743492	0	202760565	25113885	29947023	
13.500000	x264	1	102	32.000000	5.072000	0.243000	1446636794	232835831	0	202879094	25092978	29920833	
14.000000	x264	1	102	32.000000	5.072000	0.243000	1433243664	230342877	0	200820420	24662727	29486543	
7.500000	x264	1	204	32.000000	5.072000	0.324000	1405495695	227787139	0	198680676	24297212	29070553	
6.500000	x264	1	204	32.000000	5.072000	0.324000	1435303512	232882166	0	202943608	25126450	29902649	
7.500000	x264	1	204	32.000000	5.072000	0.324000	1415715362	229652720	0	200230942	24619256	29385878	
5.000000	x264	1	307	32.000000	5.072000	0.365000	1400180412	227380101	0	198376401	24221022	28967800	
5.000000	x264	1	307	32.000000	5.072000	0.365000	1400303530	225686444	0	196932300	23966957	28718239	
5.500000	x264	1	307	32.000000	5.072000	0.365000	1419432773	229862806	0	200398864	24669755	29428043	
4.000000	x264	1	403	32.000000	5.072000	0.405000	1412245026	227193370	0	198194303	24224244	28963167	
5.000000	x264	1	403	32.000000	5.072000	0.405000	1406827234	226319198	0	197524051	24023354	28759242	
4.500000	x264	1	403	32.000000	5.072000	0.405000	1417575000	227831165	0	198749475	24302906	29045789	
3.500000	x264	1	518	32.000000	5.072000	0.446000	1407391422	224677498	0	196107884	23801905	28533709	
4.000000	x264	1	518	32.000000	5.072000	0.446000	1425431592	227134302	0	198099137	24261114	28999261	
4.000000	x264	1	518	32.000000	5.072000	0.446000	1417389818	225479771	0	196732560	23975407	28711303	
3.500000	x264	1	614	33.000000	5.072000	0.486000	1438891837	227500703	0	198399990	24329299	29064808	
4.000000	x264	1	614	32.000000	5.072000	0.486000	1444017036	228570598	0	199361536	24438860	29173165	
3.500000	x264	1	614	32.000000	5.072000	0.486000	1444102118	227928807	0	198770210	24390196	29122691	
3.500000	x264	1	710	32.000000	5.072000	0.486000	1452149132	227428856	0	198415152	24250530	28977801	
3.500000	x264	1	710	33.000000	5.072000	0.486000	1449844167	227251571	0	198281106	24204999	28934569	
3.500000	x264	1	710	32.000000	5.072000	0.486000	1442734880	225360292	0	196697021	23899277	28627360	
3.000000	x264	1	921	32.000000	5.064000	0.607000	1473682000	225618707	0	196860473	23998477	28722327	
3.000000	x264	1	921	32.000000	5.064000	0.567000	1474865884	225752913	0	196962004	24022747	28755006	
3.000000	x264	1	921	32.000000	5.064000	0.567000	1484846853	228047288	0	198881192	24396405	29130195	
2.500000	x264	1	1036	33.000000	5.064000	0.607000	1488056957	225346516	0	196699210	23890975	28611414	
2.500000	x264	1	1036	33.000000	5.072000	0.608000	1485559406	224734234	0	196152861	23824601	28545471	
3.000000	x264	1	1036	32.000000	5.064000	0.648000	1485033526	225733097	0	196940078	24034871	28757115	
3.500000	x264	1	1132	33.000000	5.064000	0.648000	1499372914	225899105	0	197103318	24036070	28759886	
3.000000	x264	1	1132	33.000000	5.064000	0.648000	1483727003	224384906	0	195823724	23801876	28525277	
3.000000	x264	1	1132	33.000000	5.064000	0.648000	1511674809	228974622	0	199661582	24548222	29277146	
3.000000	x264	1	1224	33.000000	5.064000	0.729000	1517521707	226957995	0	197985621	24210925	28936482	
3.000000	x264	1	1224	33.000000	5.064000	0.729000	1514378105	226718301	0	197774220	24187000	28908193	
3.000000	x264	1	1224	34.000000	5.064000	0.729000	1525848884	228962702	0	199708963	24494138	29217838	
3.000000	x264	1	1428	34.000000	5.056000	0.930000	1541861581	226421982	0	197563347	24100715	28822725	
2.500000	x264	1	1428	34.000000	5.056000	0.930000	1544135723	227037974	0	198075643	24200304	28926430	
3.000000	x264	1	1428	33.000000	5.056000	0.889000	1538259161	225500539	0	196819945	23920788	28644689	
3.000000	x264	1	1479	34.000000	5.056000	0.970000	1535376366	223965586	0	195544510	23670391	28385177	
3.000000	x264	1	1479	34.000000	5.056000	0.970000	1555738511	227271754	0	198301641	24210748	28934209	
2.500000	x264	1	1479	33.000000	5.056000	0.970000	1547373394	225937238	0	197115350	24059986	28785980	
