Run Duration (ms)	Benchmark	Run(#)	CPU Frequency (MHz)	CPU Temperature(C)	Voltage[V]	Power[W]	CPU_CYCLES	BR_MIS_PRED	BR_PRED	MEM_ACCESS	L1I_CACHE	L1D_CACHE_WB
22.000000	streamcluster	1	102	36.000000	5.072000	0.243000	1423382501	8844867	227589049	448256134	570392318	4387110	
6.000000	streamcluster	1	204	36.000000	5.056000	0.364000	1396787993	8417615	226796345	444407254	560936881	4141636	
9.000000	streamcluster	1	204	36.000000	5.056000	0.404000	1384138694	8406947	224788748	440718789	557615406	4118604	
9.000000	streamcluster	1	204	36.000000	5.056000	0.404000	1398323770	8454427	226464046	444031274	561892109	4216478	
6.000000	streamcluster	1	307	36.000000	5.056000	0.485000	1395125689	8263245	225725913	441578885	556512643	4099626	
6.000000	streamcluster	1	307	36.000000	5.048000	0.484000	1397987272	8341788	226397845	442807111	558530598	4122580	
6.000000	streamcluster	1	307	36.000000	5.048000	0.484000	1393906843	8255483	226003939	442284126	557238459	4063545	
4.000000	streamcluster	1	403	36.000000	5.056000	0.525000	1386615799	8166402	223253351	437179771	551336441	4040608	
5.000000	streamcluster	1	403	37.000000	5.056000	0.525000	1396452558	8227377	224932824	439769856	554082958	3984093	
4.000000	streamcluster	1	403	36.000000	5.056000	0.525000	1402402980	8185693	225595117	441316962	555932549	4103948	
4.000000	streamcluster	1	518	37.000000	5.048000	0.605000	1403684490	8102979	223993608	438135288	551233141	3967796	
4.000000	streamcluster	1	518	37.000000	5.048000	0.605000	1398715171	8113309	223527757	437031218	550790328	3935365	
3.000000	streamcluster	1	518	36.000000	5.048000	0.605000	1408505911	8105510	224607692	438995393	552964760	3965729	
4.000000	streamcluster	1	614	36.000000	5.048000	0.646000	1417263822	8074416	223442715	437063612	550920530	3953315	
4.000000	streamcluster	1	614	37.000000	5.048000	0.686000	1415474172	8079053	223388669	436994937	550704435	3972364	
4.000000	streamcluster	1	614	36.000000	5.048000	0.646000	1422674735	8071509	224522591	438870910	553140474	3956116	
4.000000	streamcluster	1	710	36.000000	5.040000	0.766000	1422936692	8045875	221915209	434849193	548354378	3976997	
3.000000	streamcluster	1	710	37.000000	5.040000	0.726000	1438519795	8143653	225385893	440194241	553456170	3962686	
3.000000	streamcluster	1	710	36.000000	5.048000	0.726000	1428437689	8054615	223879477	437428740	550298388	4021378	
2.000000	streamcluster	1	921	37.000000	5.048000	0.848000	1457009786	7955100	224105863	437504588	550264739	3935512	
3.000000	streamcluster	1	921	37.000000	5.048000	0.888000	1456893819	7972352	223712440	437269987	549521280	3904713	
4.000000	streamcluster	1	921	37.000000	5.048000	0.888000	1447441686	7999813	222443228	435124708	548606653	3883023	
2.000000	streamcluster	1	1036	37.000000	5.040000	0.927000	1488863468	7992712	225685287	440774387	553587371	3965015	
4.000000	streamcluster	1	1036	37.000000	5.048000	0.928000	1472674160	7991511	222897840	435404533	549255371	3984123	
3.000000	streamcluster	1	1036	37.000000	5.040000	0.927000	1477164331	8042145	224283499	438576277	551213072	3920964	
3.000000	streamcluster	1	1132	37.000000	5.040000	0.927000	1474134908	7933413	223299482	436468534	548109573	3963211	
3.000000	streamcluster	1	1132	37.000000	5.048000	0.967000	1474367079	7981116	222974133	435970493	549438841	3871284	
3.000000	streamcluster	1	1132	37.000000	5.040000	0.967000	1467251976	7918063	221918408	433667117	546030243	3864186	
3.000000	streamcluster	1	1224	37.000000	5.040000	1.048000	1507345978	7968461	226153338	441066418	553793965	3977239	
3.000000	streamcluster	1	1224	38.000000	5.040000	1.048000	1483179735	7926117	221614490	433237910	546566901	3899380	
4.000000	streamcluster	1	1224	37.000000	5.040000	1.048000	1493289113	7944846	223776305	437226949	549809291	3979388	
3.000000	streamcluster	1	1428	38.000000	5.040000	1.330000	1510473960	7889871	222884359	435481581	547328304	3967367	
2.000000	streamcluster	1	1428	37.000000	5.032000	1.328000	1529406646	7969954	224994984	438963330	551452747	3986947	
2.000000	streamcluster	1	1428	37.000000	5.040000	1.209000	1524879054	7923700	224805626	438534909	550788784	3919009	
3.000000	streamcluster	1	1479	37.000000	5.032000	1.408000	1535929250	7900665	225535135	440085888	551650021	3978014	
3.000000	streamcluster	1	1479	38.000000	5.032000	1.368000	1554740334	8066358	227622495	443982514	556461510	4047831	
3.000000	streamcluster	1	1479	37.000000	5.032000	1.368000	1538160241	7924854	224434503	438006036	551381908	3995816	
16.000000	vips	1	102	36.000000	5.072000	0.243000	1599924589	9156076	253737868	503836910	632197370	5395125	
13.000000	vips	1	102	36.000000	5.072000	0.243000	1587600477	9091281	251055221	499286157	626192114	5367392	
16.000000	vips	1	102	36.000000	5.072000	0.243000	1597713682	9158611	253108184	502654039	629599947	5406150	
7.000000	vips	1	204	36.000000	5.072000	0.324000	1554103183	8637511	248195630	491471966	612392329	5139208	
7.000000	vips	1	204	36.000000	5.064000	0.324000	1564392103	8832451	251067698	496833182	620129678	5272484	
6.000000	vips	1	204	36.000000	5.064000	0.324000	1566605560	8776178	250589501	495834376	619041366	5191669	
6.000000	vips	1	307	36.000000	5.064000	0.364000	1544564327	8468769	246387536	487479419	606975255	5003078	
6.000000	vips	1	307	36.000000	5.064000	0.445000	1564752370	8674098	247193472	489571363	612050299	5136755	
6.000000	vips	1	307	36.000000	5.064000	0.364000	1579950192	8598770	248071549	490603068	610908811	5087252	
5.000000	vips	1	403	36.000000	5.064000	0.445000	1564030756	8443439	247771361	489264696	608313457	4970178	
4.000000	vips	1	403	36.000000	5.064000	0.445000	1609104695	8665426	248081874	490424064	612805691	5038048	
5.000000	vips	1	403	36.000000	5.064000	0.445000	1573449041	8419676	248598274	490796572	609536443	4967323	
4.000000	vips	1	518	36.000000	5.072000	0.445000	1583082867	8330233	247438031	488350767	606351531	4942549	
4.000000	vips	1	518	36.000000	5.064000	0.567000	1595854832	8436241	249056804	491779723	610375252	5031334	
4.000000	vips	1	518	36.000000	5.064000	0.486000	1576450074	8312832	247851573	488945600	606995231	5018142	
4.000000	vips	1	614	36.000000	5.064000	0.607000	1637474523	8487248	247052552	488702808	609452955	4949873	
4.000000	vips	1	614	36.000000	5.064000	0.567000	1605483213	8312324	248489485	490090254	607634856	4995440	
5.000000	vips	1	614	36.000000	5.064000	0.526000	1569800924	8251866	246030279	485533197	602627106	4897558	
4.000000	vips	1	710	37.000000	5.056000	0.606000	1619443088	8314510	245863155	485454683	603404650	4930466	
4.000000	vips	1	710	36.000000	5.064000	0.567000	1618143691	8284220	247420482	488335229	606001152	4966936	
3.000000	vips	1	710	37.000000	5.064000	0.567000	1605042519	8254624	247098599	487650843	605452474	4898297	
3.000000	vips	1	921	37.000000	5.064000	0.688000	1639549430	8327284	248331432	489642484	608988220	4920401	
3.000000	vips	1	921	37.000000	5.064000	0.648000	1641750518	8222492	247976387	489507199	606351256	4925912	
3.000000	vips	1	921	37.000000	5.064000	0.728000	1613572096	8160804	245967008	485104030	601944305	4896169	
3.000000	vips	1	1036	37.000000	5.048000	0.767000	1661969812	8369117	247293986	488241538	607221477	5023143	
3.000000	vips	1	1036	37.000000	5.056000	0.768000	1679553855	8237603	248205605	489449415	606764476	4892169	
2.000000	vips	1	1036	37.000000	5.056000	0.768000	1650931253	8311158	246772882	487096506	606641200	4874642	
3.000000	vips	1	1132	37.000000	5.056000	0.728000	1674693979	8246807	250271685	492494104	610067381	4945561	
3.000000	vips	1	1132	37.000000	5.056000	0.808000	1648633034	8227780	246161589	486307662	604143239	4898343	
3.000000	vips	1	1132	37.000000	5.056000	0.768000	1677780512	8267841	246984061	487550993	605650847	5023254	
2.000000	vips	1	1224	37.000000	5.056000	0.928000	1657767897	8192190	246902956	487392459	603576910	4862839	
2.000000	vips	1	1224	37.000000	5.056000	0.849000	1673912436	8314183	245239130	484460024	602061274	4840368	
3.000000	vips	1	1224	38.000000	5.056000	0.889000	1727164424	8288874	247432678	488505721	608014805	4916166	
3.000000	vips	1	1428	38.000000	5.048000	1.130000	1694754267	8151353	246319461	486069057	603133449	4857804	
4.000000	vips	1	1428	37.000000	5.048000	1.130000	1734821274	8198715	246759474	487060922	603488485	4907314	
3.000000	vips	1	1428	37.000000	5.048000	1.171000	1714704820	8251094	247963754	488668412	606592916	4925233	
3.000000	vips	1	1479	37.000000	5.048000	1.171000	1718231698	8102194	246620123	486542971	602420756	4886892	
2.000000	vips	1	1479	38.000000	5.048000	1.211000	1730985109	8248638	249413736	491095876	608766791	4884418	
2.000000	vips	1	1479	38.000000	5.032000	1.368000	1701030448	8185768	247040538	486781343	603797788	4893806	
19.000000	x264	1	102	36.000000	5.072000	0.243000	1471919451	9043318	231414465	455487259	579880745	4550413	
23.000000	x264	1	102	36.000000	5.072000	0.284000	1482813380	9142243	232168725	456672639	582172935	4575795	
18.000000	x264	1	102	36.000000	5.072000	0.243000	1559304556	9879562	233613100	460248398	592739698	4737683	
8.000000	x264	1	204	36.000000	5.072000	0.324000	1456419649	8754519	229298952	449236066	570305603	4458571	
9.000000	x264	1	204	37.000000	5.072000	0.324000	1407559020	8524736	227728762	446478374	564539888	4170184	
7.000000	x264	1	204	36.000000	5.072000	0.324000	1407617794	8543067	227869000	446746114	564972772	4186998	
5.000000	x264	1	307	36.000000	5.072000	0.364000	1406634520	8440259	227880274	445817022	562711396	4170017	
7.000000	x264	1	307	36.000000	5.072000	0.365000	1412848533	8372424	228610588	447064634	563384716	4099244	
5.000000	x264	1	307	36.000000	5.072000	0.365000	1403030619	8390899	226777080	443968912	560666873	4103739	
4.000000	x264	1	403	36.000000	5.072000	0.405000	1403161819	8307109	225310229	440910409	556696767	4011950	
5.000000	x264	1	403	36.000000	5.072000	0.405000	1416224377	8340983	227128824	444005569	561474310	4106248	
4.000000	x264	1	403	36.000000	5.064000	0.526000	1420551185	8298961	228082684	446044404	562249487	4180175	
4.000000	x264	1	518	36.000000	5.072000	0.445000	1413442653	8167010	224793703	440108830	554442864	3993624	
4.000000	x264	1	518	37.000000	5.072000	0.445000	1416128196	8260243	226141022	442043797	557493137	3995599	
4.000000	x264	1	518	36.000000	5.072000	0.486000	1433662715	8250028	228761080	447213367	562307599	4043066	
3.000000	x264	1	614	36.000000	5.072000	0.486000	1448195313	8193799	228155462	445695420	561941035	4068080	
4.000000	x264	1	614	36.000000	5.072000	0.486000	1427071487	8109280	224987177	440550809	554887296	4009395	
3.000000	x264	1	614	36.000000	5.072000	0.486000	1433106488	8236394	225921748	441617703	557132462	3986555	
3.000000	x264	1	710	37.000000	5.064000	0.526000	1445657995	8136393	226273406	441882917	556628058	3963368	
3.000000	x264	1	710	36.000000	5.064000	0.526000	1436470204	8132018	224713703	439253827	553747300	4025263	
3.000000	x264	1	710	37.000000	5.064000	0.486000	1444567713	8150569	226310374	442423638	557823288	3974774	
3.000000	x264	1	921	37.000000	5.056000	0.606000	1465186380	8101012	223998882	437817815	552536762	3920873	
3.000000	x264	1	921	36.000000	5.064000	0.607000	1460449068	8076341	222959306	436619488	551373835	3905767	
3.000000	x264	1	921	36.000000	5.064000	0.607000	1459107371	8046535	223209045	436830405	550515481	3993054	
3.000000	x264	1	1036	36.000000	5.064000	0.648000	1493585050	8130885	226304169	442552685	556973261	3940547	
3.000000	x264	1	1036	37.000000	5.064000	0.648000	1484697489	8089480	225106787	439687393	553421152	3967873	
2.000000	x264	1	1036	37.000000	5.064000	0.648000	1487619338	8072622	225415970	440244828	554705483	3923921	
3.000000	x264	1	1132	37.000000	5.056000	0.728000	1487863466	8028460	223854444	437714954	551803704	3986819	
3.000000	x264	1	1132	36.000000	5.064000	0.648000	1496625413	8089813	226162883	441883652	555835180	3994892	
3.000000	x264	1	1132	37.000000	5.064000	0.648000	1491049675	8073339	225266383	439948669	555032974	3989412	
3.000000	x264	1	1224	37.000000	5.064000	0.729000	1506574252	8036222	224666845	439473789	553154418	3940920	
3.000000	x264	1	1224	37.000000	5.056000	0.728000	1505496894	8107397	224571179	439241653	555009293	3971666	
3.000000	x264	1	1224	37.000000	5.064000	0.728000	1502100342	8038104	224024413	438538445	552229777	3944834	
3.000000	x264	1	1428	37.000000	5.056000	0.930000	1531869394	7984332	224738242	439381938	552287302	3956178	
3.000000	x264	1	1428	38.000000	5.056000	0.930000	1538914333	7987918	225715303	440609380	554145460	4030392	
3.000000	x264	1	1428	38.000000	5.056000	0.930000	1528901683	8007871	222854649	436497658	550331631	3939679	
3.000000	x264	1	1479	38.000000	5.048000	1.009000	1547458424	7944252	226209252	441446072	554065135	3947431	
3.000000	x264	1	1479	37.000000	5.056000	0.970000	1532570228	7928466	223908618	437456336	550082680	3894920	
3.000000	x264	1	1479	38.000000	5.056000	0.970000	1535514403	8037237	224410109	438795216	551767137	3908380	
