Run Duration (ms)	Benchmark	Run(#)	CPU Frequency (MHz)	CPU Temperature(C)	Voltage[V]	Power[W]	CPU_CYCLES	BR_MIS_PRED	BR_PRED	MEM_ACCESS	L1I_CACHE	L1D_CACHE_WB
5.125000	streamcluster	1	307	31.000000	5.056000	0.444000	1381043982	8236469	223951835	438443643	552797585	4059971	
6.625000	streamcluster	1	307	31.000000	5.048000	0.444000	1380399060	8249030	223794901	438255595	553273803	4040676	
5.625000	streamcluster	1	307	31.000000	5.056000	0.444000	1376585612	8221354	223214307	437588545	551791957	3998224	
4.875000	streamcluster	1	403	32.000000	5.056000	0.525000	1402005357	8194302	226735910	443257027	557365548	4041562	
4.625000	streamcluster	1	403	31.000000	5.056000	0.485000	1395567426	8238079	224586395	439721162	553656215	4074501	
4.125000	streamcluster	1	403	32.000000	5.056000	0.485000	1396685150	8182369	225571795	440905063	555438429	4042871	
3.750000	streamcluster	1	518	31.000000	5.048000	0.565000	1397679451	8121248	223205068	436958246	550017858	3940529	
3.875000	streamcluster	1	518	32.000000	5.048000	0.565000	1417934702	8151009	227671112	444236595	557741678	4087737	
4.000000	streamcluster	1	518	32.000000	5.048000	0.565000	1400551869	8127916	223383052	436930439	551156806	4005091	
3.500000	streamcluster	1	614	32.000000	5.048000	0.605000	1412196927	8082196	223889232	437904747	550782663	4004021	
4.000000	streamcluster	1	614	32.000000	5.048000	0.646000	1422112289	8069841	225751453	440681072	554458608	4023699	
3.625000	streamcluster	1	614	32.000000	5.048000	0.646000	1416681115	8158205	224534987	438729478	552425675	4020507	
3.375000	streamcluster	1	710	32.000000	5.048000	0.725000	1429854904	8013134	225559143	440688488	553420608	4088628	
3.375000	streamcluster	1	710	32.000000	5.048000	0.646000	1436656132	8094899	225742287	440687740	554611499	3992972	
5.125000	streamcluster	1	710	32.000000	5.048000	0.726000	1433611817	8076589	225225047	440377854	553250036	3941274	
3.125000	streamcluster	1	921	32.000000	5.048000	0.806000	1463882450	8075463	226422319	442010722	554874135	3966113	
3.000000	streamcluster	1	921	32.000000	5.048000	0.807000	1472817497	8072317	227204167	443364038	557254421	4019107	
3.000000	streamcluster	1	921	32.000000	5.040000	0.806000	1451431703	8009284	223489896	436610000	550189041	3948348	
3.125000	streamcluster	1	1036	32.000000	5.048000	0.888000	1472935160	7979995	224813500	439092295	551529546	3941262	
3.375000	streamcluster	1	1036	32.000000	5.040000	0.927000	1479422570	7988252	226362581	441716003	554406091	3988210	
2.750000	streamcluster	1	1036	32.000000	5.040000	0.846000	1470653151	7954334	223959721	437781811	550520381	3997151	
3.250000	streamcluster	1	1132	32.000000	5.048000	0.928000	1479417098	8026656	224060293	437629134	550032657	3968161	
3.125000	streamcluster	1	1132	32.000000	5.040000	0.927000	1486034920	7997412	224985521	439010792	550928109	3936120	
2.875000	streamcluster	1	1132	32.000000	5.048000	0.928000	1474739838	7955845	224096607	437485642	549843544	3936303	
2.750000	streamcluster	1	1224	32.000000	5.040000	1.008000	1484961176	7931854	223530263	436428781	549223292	4008042	
2.750000	streamcluster	1	1224	32.000000	5.040000	1.048000	1475030314	7867656	221571306	433134467	544830025	3865145	
2.625000	streamcluster	1	1224	32.000000	5.040000	1.048000	1494918682	7990745	224279070	437870857	551326475	3945185	
2.875000	streamcluster	1	1428	33.000000	5.040000	1.288000	1512567111	7860559	222222575	434228643	545299462	3892246	
2.750000	streamcluster	1	1428	33.000000	5.040000	1.290000	1532713312	8009439	226714981	441911922	555002271	4087245	
2.625000	streamcluster	1	1428	33.000000	5.040000	1.209000	1517748514	7887910	223586931	436771544	548347318	3926864	
2.625000	streamcluster	1	1479	33.000000	5.032000	1.368000	1516826759	7862003	221865715	434013223	544813439	3876033	
2.625000	streamcluster	1	1479	33.000000	5.032000	1.247000	1525131137	8000193	222086893	434470725	546747407	3874050	
2.750000	streamcluster	1	1479	33.000000	5.032000	1.368000	1530580648	7869477	224396537	438335405	549337910	3932338	
17.125000	vips	1	102	32.000000	5.072000	0.243000	1613477636	9293177	255602589	507346798	635889915	5436135	
14.750000	vips	1	102	32.000000	5.064000	0.243000	1605672860	9098374	255039613	505523664	631225102	5452116	
12.875000	vips	1	102	31.000000	5.072000	0.243000	1597066638	9139712	253322542	502708565	629760255	5389827	
6.625000	vips	1	204	31.000000	5.072000	0.324000	1571499285	8713937	252103587	498331604	619192203	5206694	
7.000000	vips	1	204	32.000000	5.064000	0.324000	1563052450	8682221	251318807	497168798	618308206	5224609	
6.750000	vips	1	204	32.000000	5.072000	0.324000	1574018072	8718566	252560396	499256863	620237330	5252770	
6.125000	vips	1	307	32.000000	5.072000	0.364000	1554867791	8559979	248790757	491807449	610527458	5078844	
5.250000	vips	1	307	32.000000	5.064000	0.364000	1556715742	8469441	248333168	491090312	609870516	5110486	
5.500000	vips	1	307	32.000000	5.064000	0.364000	1549566359	8475589	247664871	489490546	608084772	5006123	
4.500000	vips	1	403	32.000000	5.064000	0.405000	1561599231	8535007	248111407	489945234	611350012	4982264	
4.375000	vips	1	403	32.000000	5.064000	0.405000	1558909431	8376403	247554905	488774894	608114661	5088309	
4.250000	vips	1	403	32.000000	5.064000	0.445000	1579903093	8470143	252041665	497073725	615028423	5054177	
4.375000	vips	1	518	32.000000	5.064000	0.445000	1567386568	8399972	247263088	488232949	606985416	4996057	
3.750000	vips	1	518	32.000000	5.072000	0.445000	1571713474	8424505	248218736	489753688	607961944	4969663	
4.375000	vips	1	518	32.000000	5.064000	0.445000	1565830924	8399513	247103451	488009065	607130198	4903547	
3.500000	vips	1	614	32.000000	5.064000	0.526000	1582539724	8388789	247134507	488206766	608768936	4974593	
3.625000	vips	1	614	32.000000	5.072000	0.486000	1571887289	8233452	245419220	484924565	601721801	4902129	
4.125000	vips	1	614	32.000000	5.064000	0.486000	1582363689	8442706	247555216	489018915	608830407	4899671	
3.375000	vips	1	710	32.000000	5.064000	0.526000	1613244320	8362380	250877016	494501751	615017738	4993377	
3.125000	vips	1	710	32.000000	5.064000	0.526000	1594297879	8386918	247786249	488855967	607908027	4930840	
3.500000	vips	1	710	32.000000	5.064000	0.526000	1598781820	8358923	248219021	489986654	609193442	4969655	
3.125000	vips	1	921	32.000000	5.064000	0.647000	1629185154	8195781	248673810	489869670	606183451	4988919	
3.125000	vips	1	921	32.000000	5.056000	0.647000	1613941360	8160097	246349009	486240816	601523890	4833190	
3.375000	vips	1	921	32.000000	5.064000	0.648000	1610547195	8214396	245405689	484355330	600842933	4839949	
3.000000	vips	1	1036	32.000000	5.056000	0.687000	1640954816	8180976	247856364	488572564	604409135	4896848	
2.750000	vips	1	1036	32.000000	5.056000	0.728000	1641709117	8261444	247935938	489243336	606845096	4916949	
2.750000	vips	1	1036	32.000000	5.056000	0.728000	1628935238	8224352	245710143	485322642	602848806	4838108	
2.875000	vips	1	1132	33.000000	5.056000	0.728000	1634257527	8157779	244635879	482992253	599645594	4927572	
3.125000	vips	1	1132	32.000000	5.056000	0.768000	1652923396	8261955	247568626	488985112	606474503	4888719	
2.875000	vips	1	1132	33.000000	5.056000	0.728000	1650571695	8165764	247598832	488115246	605045621	4900333	
2.875000	vips	1	1224	33.000000	5.056000	0.849000	1667407313	8261017	248366965	489915736	607470502	4916207	
2.750000	vips	1	1224	33.000000	5.048000	0.848000	1657846901	8145540	246300023	486493323	601783727	4888564	
2.750000	vips	1	1224	33.000000	5.056000	0.889000	1670175413	8178546	248275280	489534906	605401267	4957963	
2.625000	vips	1	1428	33.000000	5.048000	1.130000	1685280484	8155015	245754050	485582841	602697271	4913228	
2.750000	vips	1	1428	33.000000	5.048000	1.169000	1681076739	8104297	245519495	484339662	599730102	4871319	
2.625000	vips	1	1428	34.000000	5.048000	1.130000	1705594756	8182637	249522603	491247473	607593998	4965524	
2.875000	vips	1	1479	33.000000	5.048000	1.169000	1703962544	8193237	248042687	489478821	605696596	4956253	
2.750000	vips	1	1479	33.000000	5.048000	1.169000	1685216671	8158709	244812252	483155948	598904768	4812724	
3.500000	vips	1	1479	33.000000	5.040000	1.209000	1694066888	8164486	246435202	485899716	603817568	4885936	
18.375000	x264	1	102	32.000000	5.064000	0.243000	1451776801	9013168	232997366	457840692	581032096	4510149	
17.375000	x264	1	102	32.000000	5.072000	0.243000	1458681741	9003062	234512788	460767678	583647574	4578418	
14.375000	x264	1	102	32.000000	5.072000	0.243000	1452026069	8952951	233290990	458570128	581117139	4637669	
7.125000	x264	1	204	32.000000	5.064000	0.324000	1417352823	8557465	229772255	450715588	568464633	4242088	
7.000000	x264	1	204	32.000000	5.072000	0.324000	1415580389	8590550	229281791	449134583	567639476	4243753	
6.875000	x264	1	204	32.000000	5.072000	0.324000	1413070646	8598100	228485834	448037755	566308855	4286621	
6.000000	x264	1	307	32.000000	5.072000	0.364000	1405238813	8399313	228228180	446415633	562583033	4175349	
6.000000	x264	1	307	32.000000	5.064000	0.486000	1410924234	8384688	227941801	445800042	562943394	4168441	
5.000000	x264	1	307	32.000000	5.072000	0.365000	1425745212	8376739	227306297	445219443	561536618	4136342	
4.375000	x264	1	403	32.000000	5.072000	0.405000	1408914517	8325689	227083025	444083165	559592933	4070730	
4.625000	x264	1	403	32.000000	5.064000	0.405000	1408872023	8331014	226507233	443455659	559052036	4077797	
4.500000	x264	1	403	32.000000	5.072000	0.405000	1425725815	8301651	230101994	449646193	565490628	4138503	
4.000000	x264	1	518	32.000000	5.072000	0.446000	1427211769	8218819	227497161	444934281	559445001	4138311	
3.875000	x264	1	518	32.000000	5.072000	0.446000	1423901356	8233830	227008988	443632172	558833387	4163597	
4.000000	x264	1	518	32.000000	5.072000	0.445000	1436835864	8293371	229224441	447743875	563393118	4089883	
3.625000	x264	1	614	32.000000	5.072000	0.486000	1436063806	8117626	226523966	442646309	557960801	4109684	
3.500000	x264	1	614	32.000000	5.072000	0.446000	1433568858	8119070	226108795	442656088	556689564	4019789	
3.250000	x264	1	614	32.000000	5.072000	0.446000	1435085413	8149223	227033495	443557681	557838686	4034764	
3.500000	x264	1	710	32.000000	5.072000	0.486000	1440852177	8075510	225321023	440739000	554777842	4011497	
3.375000	x264	1	710	33.000000	5.064000	0.486000	1435928859	8111980	225320138	441101180	554622866	3972026	
3.250000	x264	1	710	33.000000	5.064000	0.486000	1436415403	8114097	225345524	440702748	554753357	3967357	
2.750000	x264	1	921	33.000000	5.064000	0.567000	1476092914	8123289	226423722	442483989	557556681	4013569	
2.750000	x264	1	921	32.000000	5.064000	0.567000	1470740956	8053824	225676090	441200872	555006459	4032932	
2.875000	x264	1	921	32.000000	5.064000	0.567000	1468588570	8034939	225421901	440403394	554864431	3937200	
2.625000	x264	1	1036	33.000000	5.064000	0.607000	1484075931	8091937	224684239	438981878	554207709	4019163	
2.625000	x264	1	1036	32.000000	5.056000	0.647000	1503441777	8144919	228846661	446203538	560970507	4083001	
2.875000	x264	1	1036	32.000000	5.064000	0.607000	1482503880	8140815	225495941	440533044	554752689	3984591	
2.875000	x264	1	1132	33.000000	5.056000	0.687000	1492803913	8009463	224827269	439156654	552863611	3959828	
2.750000	x264	1	1132	33.000000	5.064000	0.648000	1490010973	8000669	225384834	440406356	553864851	3958558	
2.875000	x264	1	1132	32.000000	5.048000	0.647000	1486326182	7983462	224900666	439329905	552621501	3924888	
2.750000	x264	1	1224	33.000000	5.056000	0.728000	1512317506	8017809	225985642	441425745	555505519	4012046	
2.875000	x264	1	1224	33.000000	5.064000	0.728000	1505604987	8016730	224873597	439786009	553099851	3911252	
3.375000	x264	1	1224	33.000000	5.056000	0.728000	1512472992	7993739	225686477	441078351	555192420	4024302	
2.625000	x264	1	1428	34.000000	5.048000	0.928000	1549937363	8002338	227820352	444237221	558737622	4105714	
2.875000	x264	1	1428	33.000000	5.040000	0.967000	1535070704	8025784	224875893	439620972	554290036	3994096	
2.750000	x264	1	1428	33.000000	5.048000	0.888000	1536445572	8012245	226205937	441991089	554763755	3990545	
3.000000	x264	1	1479	33.000000	5.048000	0.969000	1535153350	8009541	224155743	438436315	551436915	4033557	
3.500000	x264	1	1479	33.000000	5.040000	1.008000	1538304118	7980807	224225094	438480992	551490577	3889128	
2.875000	x264	1	1479	34.000000	5.040000	0.967000	1537917532	8009013	224030732	438042238	551220776	3907652	
