#Timestamp	Benchmark	Run(#)	CPU Frequency (MHz)	CPU Temperature(C)	Voltage[V]	Power[W]	Energy[J]	Run Duration (s)	CPU_CYCLES	L1I_CACHE_REFILL	L1I_TLB_REFILL	L1D_CACHE_REFILL	L1D_CACHE	L1D_TLB_REFILL	INST_RETIRED	EXC_TAKEN	EXC_RETURN	BR_MIS_PRED	BR_PRED	MEM_ACCESS	L1I_CACHE	L1D_CACHE_WB	L2D_CACHE	L2D_CACHE_REFILL	L2D_CACHE_WB	BUS_ACCESS	INST_SPEC	TTBR_WRITE_RETIRED	BUS_CYCLES	L1D_CACHE_LD	L1D_CACHE_ST	L1D_CACHE_REFILL_LD	L1D_CACHE_REFILL_ST	L1D_CACHE_WB_VICTIM	L1D_CACHE_WB_CLEAN	L1D_CACHE_INVAL	L1D_TLB_REFILL_LD	L1D_TLB_REFILL_ST	L2D_CACHE_LD	L2D_CACHE_ST	L2D_CACHE_REFILL_LD	L2D_CACHE_REFILL_ST	L2D_CACHE_WB_VICTIM	BUS_ACCESS_LD	BUS_ACCESS_ST	BUS_ACCESS_NOT_SHARED	BUS_ACCESS_NORMAL	BUS_ACCESS_PERIPH	MEM_ACCESS_LD	MEM_ACCESS_ST	UNALIGNED_LD_SPEC	UNALIGNED_ST_SPEC	UNALIGNED_LDST_SPEC	LDREX_SPEC	STREX_PASS_SPEC	STREX_FAIL_SPEC	LD_SPEC	ST_SPEC	LDST_SPEC	DP_SPEC	ASE_SPEC	VFP_SPEC	PC_WRITE_SPEC	BR_IMMED_SPEC	BR_RETURN_SPEC	BR_INDIRECT_SPEC	ISB_SPEC	DSB_SPEC	DMB_SPEC	EXC_SVC	EXC_PABORT	EXC_DABORT	0EXC_IRQ	0EXC_SMC	0RC_LD_SPEC	0RC_ST_SPEC
31	blackscholes	1	1224	37	5.04	1.088	3.366	3.09375	1510879103	11627964	1629511	10265246	439767005	4805164	1042341420	123495	123495	7972488	223787667	436993899	550877317	3932343	42145556	4570678	1263333	28352071	1343509652	1810516	1523195936	253138003	186922107	8368905	1772246	3847238	113493	19611	4366599	543390	29917988	11868152	3714408	974361	1297955	18491505	10124162	28615667	28612008	4165	250148219	188709765	1037681	65926	1219458	3777025	3723052	125	291445412	143848167	433428271	624173390	2178418	51492	225728074	196934495	24044132	28757717	1834420	160422	3387944	35541	9431	77330	513	332	459025	2533726
32	blackscholes	2	1224	37	5.04	1.088	3.026	2.78125	1519198040	11583246	1640602	10156270	442550513	4814337	1052290167	124095	124095	8025000	226592910	442137404	555971578	3972429	42132482	4628301	1264301	28584477	1319989165	1802844	1497873696	248869421	187608966	8372412	1760786	3817481	114770	19279	4361804	540067	30056504	11902493	3650566	953453	1262106	18299176	9981327	28280503	28277077	3657	250314305	188963879	1038709	66443	1102584	3653275	3600170	206	287711808	143396574	431798760	621599523	2064752	51524	224672373	196069212	23853647	28567290	1834242	160328	3386048	35541	9800	77333	419	323	457151	2556487
33	blackscholes	3	1224	37	5.04	1.128	3.666	3.25	1511411154	11599784	1630662	10164746	440235629	4809600	1042823313	122934	122934	8039865	224870088	439152445	553106317	3950368	41772251	4604229	1271665	28574038	1329493860	1806464	1508593563	250699989	187173829	8358244	1734747	3791063	113855	18751	4371459	539473	29998582	11991753	3663916	959258	1277156	18110105	9930289	28040394	28036569	3881	249205614	187969935	1033709	65409	1346631	3740942	3687416	147	290135376	144731507	435799159	627513145	2162173	51398	228165306	198937020	24470946	29192417	1834158	160456	3324242	35541	10113	78014	475	333	454080	2468691
34	blackscholes	1	1428	37	5.04	1.288	3.17975	2.46875	1529316392	11560455	1604806	9986899	437627631	4845495	1055567882	124133	124133	7945743	223865309	437008491	551025101	3928934	41646844	4491790	1257416	27947535	1324373263	1803960	1529576811	249752882	187258862	8440622	1799217	3880127	115426	16338	4339363	539003	29920196	11938378	3554585	948133	1266639	18248168	10058791	28306959	28303890	3221	251375665	189578722	933402	67190	1219322	3755958	3702800	143	290541072	145254187	437856897	631013165	2083041	51454	224954267	196228813	23978018	28689585	1830314	159291	3246571	35541	9811	77641	398	326	456346	2565891
35	blackscholes	2	1428	37	5.032	1.366	3.500375	2.5625	1531230105	11629611	1610514	10128849	437275595	4812304	1040968296	122789	122789	8067237	227679487	443612575	557985797	4060607	41654634	4516038	1284834	28264898	1322595974	1804032	1529619121	249622894	189363728	8391957	1741302	3841416	115673	19672	4322742	539716	29748804	11903498	3654039	970085	1293900	17939697	9914442	27854139	27850953	3408	250654133	189112842	1153867	67167	1220019	3810625	3756677	167	291787092	144561722	435653484	627946549	2083892	53531	225422960	196620796	24051718	28766294	1836651	159334	3502992	35541	10103	77629	393	333	456932	2543769
36	blackscholes	3	1428	37	5.024	1.328	3.4445	2.59375	1534016828	11540994	1617199	10197095	436171188	4814120	1048317061	123428	123428	7948553	225060707	439432350	552868357	3976492	42096548	4573644	1271403	28426339	1329856527	1806612	1539014869	251038099	188709632	8379346	1763154	3854997	113834	19671	4367490	538402	30092695	12210873	3628543	954390	1266776	18466111	10146860	28612971	28609469	3585	250130619	188606559	1035055	65994	994101	3652469	3599482	206	287586033	143977424	434161301	625010768	2092066	51414	225855449	197033230	24068966	28786351	1839641	160442	3352451	35541	10178	77336	410	326	457154	2537932
37	blackscholes	1	1479	37	5.032	1.449	3.6225	2.5	1536537799	11573171	1623967	10023204	436706145	4794059	1049661587	123448	123448	7995741	223199023	436374142	549479585	3984638	42027822	4485923	1247272	27883890	1330084978	1806792	1543687003	250812252	187608612	8670674	1863962	3958165	120205	18944	4342320	533156	29702584	11875970	3631491	965105	1289916	18391327	10093124	28484451	28481150	3232	250159498	189000106	1040924	65178	1219370	3877411	3822972	206	293745682	143732272	432776111	623149510	2089473	51480	223241491	194814362	23680187	28391261	1830142	161208	3225093	35541	9769	77324	404	326	457787	2597745
38	blackscholes	2	1479	37	5.032	1.408	3.96	2.8125	1536722765	11477214	1607221	10072325	437253401	4831641	1059128364	124365	124365	7996816	227289560	443225228	557176745	3978709	41815799	4597794	1266267	28479955	1331901241	1807992	1547932538	251603608	189493468	8481921	1781781	3926564	117676	19987	4377080	538272	29874873	11938404	3581229	950000	1261759	18652653	10144707	28797360	28794091	2987	250374293	188877929	1151650	65888	997514	3709286	3655963	172	289073162	144230954	434527473	626043239	2070027	51435	222668368	194347675	23576446	28284824	1832903	159272	3380966	35541	10141	77721	418	325	455929	2488358
39	blackscholes	3	1479	37	5.032	1.449	3.93946875	2.71875	1541204852	11557695	1633201	10071350	437465755	4799330	1050368808	123485	123485	7987234	223978086	437106269	551882587	3921880	42170676	4625500	1288677	28725072	1334197417	1808992	1549581652	251596631	187735700	8463580	1815844	3915058	113833	17111	4399322	537192	29920008	12073984	3693021	979926	1303437	18481087	10177534	28658621	28655457	3321	249261067	188193723	1037031	65724	1106114	3727148	3674249	149	289746890	144034728	434191556	625331131	2187810	51397	224366821	195793063	23825816	28537885	1839966	159250	3393093	35541	9799	77007	434	325	455966	2602782
40	bodytrack	1	102	36	5.072	0.243	3.61918125	14.89375	1689531979	16006826	2113013	12626156	545848668	5371393	1428384185	133672	133672	9296324	277611855	547959142	690732968	4898034	54230040	6770379	1489366	39114458	1742703767	1858704	1696446724	333910233	212159516	10331727	2204024	4710441	163657	82867	4800286	602326	39628998	14801262	5615439	1204362	1486345	27175071	11987558	39162629	39126152	39604	334407095	215268735	1269098	69950	1471881	3931229	3850491	238	376768727	165735285	545270622	787341563	4552716	81918118	276726455	245920661	25856916	30767530	1924193	170377	3535642	37876	10151	79768	5181	379	600873	2640970
41	bodytrack	2	102	36	5.072	0.243	3.68296875	15.15625	1684154905	15882561	2083931	12723908	544149658	5364504	1432069012	134254	134254	9301461	277659382	548175078	691985130	4958418	54163094	6906379	1488632	39709592	1730316635	1854648	1681321961	331061185	212898037	10468476	2219295	4697362	182095	72819	4808792	599505	39413221	14634472	5661184	1227930	1496371	27468231	11968555	39436786	39400568	37484	331513810	212884061	1048481	69092	1335289	3975807	3893427	256	377453454	164420570	540835155	780315411	4563549	81916968	279228090	247991498	26285336	31198342	1928613	171236	3584394	37899	9836	79147	5087	346	600830	2666807
42	bodytrack	3	102	36	5.072	0.243	3.9335625	16.1875	1686337315	15896907	2103284	12439399	545193637	5369081	1427772596	132929	132929	9270381	274944409	542637891	685565527	4815283	54009621	6983771	1483245	39919943	1734290644	1853916	1686862996	332024082	212888301	10409871	2248047	4745458	173464	81305	4715326	599733	39446899	14566780	5582931	1183626	1474960	27696957	12054656	39751613	39714178	37091	332755194	213985373	1397216	69477	1467128	3972612	3890346	245	378542455	165697607	545050473	787189454	4562264	81917577	274533492	244087994	25497905	30407241	1925144	170111	3607570	37891	10162	79151	4853	345	608172	2717279
43	bodytrack	1	204	36	5.064	0.324	2.784375	8.59375	1635144807	13925651	1854528	11676547	532486226	5138832	1408470785	130355	130355	8948469	271601958	535020077	674041552	4572550	50078486	6373093	1461118	37312358	1696061722	1847864	1637377992	325268571	208565285	9734870	2128611	4448496	147537	46686	4677854	583154	36418239	14061800	5203800	1183505	1478504	25874576	11795254	37669830	37651068	18396	330447187	211994450	1033733	69859	1323514	3936189	3866487	161	370816576	161542855	532619014	768946233	4542074	81909898	273087356	242940560	25256502	30108547	1893444	162467	3418025	37873	10458	79772	2759	336	554050	2598535
44	bodytrack	2	204	36	5.064	0.324	2.460375	7.59375	1650372037	13875329	1853875	11897246	538516485	5178524	1406834310	130465	130465	8811942	274260286	538853239	676702844	4648907	50433176	6370690	1460905	37273793	1698796680	1847860	1638682796	325891494	207526425	9698965	2133019	4423221	146230	49986	4601714	576210	36179593	13965630	5236751	1176945	1457462	26033607	11772626	37806233	37786044	17434	326867578	209363968	1256660	69417	1100701	4002793	3932068	1108	372642710	161932280	533224989	769976128	4539870	81910292	273358336	243114218	25352977	30205889	1897768	165819	3415705	37879	10794	80048	2731	341	551655	2682773
45	bodytrack	3	204	35	5.064	0.324	2.24775	6.9375	1633205260	13850876	1841769	11777525	532832876	5136816	1401946476	130433	130433	8803612	272776704	536284324	674282079	4572198	49827608	6237034	1488970	36996418	1709281100	1849728	1647339376	328000554	207589541	9550524	2096436	4382709	145820	45235	4698920	586078	35852185	13963633	4883141	1140720	1430443	24786250	11827500	36613750	36593862	18766	326708604	209473839	1253236	69312	1103388	4054977	3983885	158	374386167	161663744	532450100	768367014	4555354	81911944	273225576	242984338	25352676	30202984	1900845	164043	3632499	37877	9814	79483	2679	354	554077	2704540
46	bodytrack	1	307	36	5.056	0.364	2.2295	6.125	1635698744	13339004	1799777	11532856	530713551	5151538	1396017579	129479	129479	8681295	269946875	531063486	667288930	4430098	48713912	6026016	1455676	35877242	1688748248	1846052	1633997004	323915880	207858817	9527904	2123265	4386085	137219	39949	4603955	576696	34913054	13713247	4930429	1159867	1459910	24010987	11818582	35829569	35816667	13569	325259834	208102505	1248601	68875	1207804	3934980	3867761	149	368865428	161201924	531318758	767359626	4545023	81908146	270597367	240855344	24871178	29703806	1888049	162001	3441235	37885	9800	79442	1962	345	538128	2610676
47	bodytrack	2	307	36	5.064	0.364	1.967875	5.40625	1648659785	13384713	1794460	11572089	535393350	5128461	1406336874	129650	129650	8741124	269942174	531060649	667154654	4444248	48333519	5940170	1438528	35443072	1695410445	1847328	1644111193	325309908	206724073	9371462	2078691	4318548	137524	39102	4656817	581386	35317640	14006817	4820123	1143324	1436331	24252546	11866209	36118755	36104609	13525	327350471	209783550	1254864	70008	1102203	4059196	3992794	157	372904662	160386115	528507762	763409136	4517723	81906103	271613817	241695151	25051660	29880432	1887058	163633	3344122	37873	9796	80075	1772	327	534894	2642256
48	bodytrack	3	307	36	5.064	0.364	1.967875	5.40625	1634118472	13319755	1790755	11495965	530597188	5078880	1403693755	129967	129967	8785384	269856191	531115733	667655431	4456847	48806467	5992827	1456117	35819333	1687883600	1848264	1633688434	324231009	206158405	9553864	2111762	4364229	135142	38158	4651783	576994	35019114	13776357	4801159	1156412	1442379	24350677	11737976	36088653	36075862	13089	325339164	208222647	1028515	69028	1210138	3974762	3908096	154	370228531	161022528	530690963	766687628	4563236	81910042	272954213	242833745	25257671	30082232	1893168	163286	3558767	37882	9814	79431	2098	328	540551	2670621
49	bodytrack	1	403	35	5.064	0.405	2.03765625	5.03125	1642687831	13101261	1734837	11304481	530327460	5089316	1391044908	128842	128842	8612596	268691576	527969405	663907444	4354946	47622618	5719418	1425391	34462459	1692064073	1850352	1648353896	325165659	206971199	9409921	2101250	4332153	134416	33550	4618018	575454	34267154	13660087	4626531	1133366	1427590	23641170	11820426	35461596	35450932	10255	324118195	207284218	1028921	69131	1318112	3859989	3794307	173	365671351	161329343	531576211	768091765	4556518	81905489	270376217	240654213	24868124	29683798	1883621	162143	3367596	37887	10820	79445	1644	330	529649	2624256
50	bodytrack	2	403	35	5.064	0.405	1.86046875	4.59375	1641936132	13075881	1737842	11226025	532412079	5083303	1392420485	128717	128717	8625455	271139864	532602995	667866376	4396417	47425426	5503685	1413703	33579125	1688569934	1847680	1643736434	324489821	206100360	9208307	2059207	4262237	129512	31722	4482889	563730	33677352	13439374	4484531	1139202	1441900	21915378	11516202	33431580	33422506	9524	325061210	207904026	1377722	68866	1321227	3985094	3919935	147	368849000	162309704	534260027	772644845	4556752	81907547	273222857	243030437	25334330	30154196	1885779	162484	3449111	37894	9808	79752	1453	330	530740	2607591
51	bodytrack	3	403	35	5.064	0.445	2.04421875	4.59375	1642211450	12954506	1730189	11243266	530795630	5018439	1398222288	129276	129276	8624316	273621790	536417028	671965524	4442620	47672980	5829914	1428518	34968540	1710773238	1853380	1666214021	328769647	207536289	9440504	2121739	4368805	134329	33519	4590045	578048	34307837	13677030	4655379	1140944	1435190	23195685	11727280	34922965	34913259	10746	324515138	207893998	1139379	68758	1097980	3959710	3895959	129	368895578	159835739	526917907	760929394	4554381	81909959	272488708	242440972	25188573	30009511	1887607	163498	3500254	37867	9475	80052	1501	323	530821	2667122
52	bodytrack	1	518	36	5.064	0.486	2.035125	4.1875	1648397890	12739384	1727887	11171051	527440238	5101624	1394949592	129399	129399	8517069	270508928	530746086	666128170	4394423	46942464	5470239	1394277	33241010	1685966295	1847224	1657823780	324043792	205009468	9205070	2064942	4238123	131050	26712	4552568	570894	33736481	13581350	4483516	1133812	1430531	22246053	11427849	33673902	33665883	8089	324172900	207435117	1381312	68374	1317408	3893572	3828977	129	365964414	159337597	525004433	757768960	4630884	81905977	273709471	243422693	25427702	30248562	1880981	161031	3406198	37894	10799	79436	1218	330	528469	2633305
53	bodytrack	2	518	36	5.064	0.486	2.0503125	4.21875	1655561119	12813731	1715498	11322569	529710527	4992704	1393644949	128726	128726	8551542	269070869	528721995	663327280	4329978	47271352	5761460	1460279	34916772	1687130962	1849992	1660644042	324350784	206927827	9447138	2041346	4290385	129297	30461	4550923	570467	33623961	13445232	4404155	1103359	1401174	22759003	11580302	34339305	34331162	8761	323855965	206978195	1377507	69078	1324770	3941940	3878301	131	367101066	160472053	528846710	763906615	4640984	81907529	271639010	241663233	25121393	29937557	1877831	159669	3355236	37895	10173	79787	1297	330	523859	2632551
54	bodytrack	3	518	35	5.064	0.486	2.1110625	4.34375	1653075373	12754422	1716838	11232036	528397823	5019712	1388526527	128354	128354	8543210	274185639	537252700	672842929	4479699	47715779	5703215	1451456	34585996	1673101134	1844692	1648702856	321460473	205773311	9345112	2093475	4302055	131376	30156	4530524	570865	33561483	13357569	4528067	1147011	1421570	22512769	11497905	34010674	34002871	8788	325280112	207973045	1023979	69555	1451483	3947597	3882285	150	368000844	160256763	528325568	763178823	4554529	81905033	271029100	241208092	24972515	29782803	1885320	162586	3454750	37888	9830	79454	1338	332	525858	2702218
55	bodytrack	1	614	36	5.064	0.567	2.03765625	3.59375	1658488528	12645881	1693845	11153867	527096611	5059637	1390187359	128883	128883	8402628	270228892	530189378	663818247	4340765	46888304	5475485	1429445	33622461	1684148530	1848152	1672037109	323776784	206056671	9177775	2049931	4223111	128786	28253	4537348	570398	32906480	13151061	4403086	1133284	1435591	22151841	11818599	33970440	33963392	7297	323602502	207034721	1253141	68983	1455736	3896659	3833166	199	367349326	159420302	525263439	758360204	4531599	81906425	270569596	240781535	24942355	29749863	1876880	160582	3333281	37882	9803	80073	1004	325	521362	2651288
56	bodytrack	2	614	36	5.064	0.526	2.005375	3.8125	1668468785	12649560	1707455	11329971	528973500	5036581	1393776668	128917	128917	8450174	270028421	530162136	664108885	4395253	47099689	5573051	1437168	34117416	1677816226	1845592	1660005369	321971264	206506252	9300241	2063849	4280311	128564	24312	4596502	573398	33170413	13304404	4436660	1134609	1432996	22385567	11637383	34022950	34015746	8088	323361095	206829749	1029527	69037	1455976	3945341	3882211	178	367511463	161679624	532541807	769907331	4536290	81905455	267798046	238491612	24463681	29268236	1877297	160494	3356657	37891	10143	79452	1059	327	521574	2621984
57	bodytrack	3	614	36	5.064	0.526	1.9889375	3.78125	1663361557	12629601	1688848	11177219	528188087	5059679	1399793887	129221	129221	8464486	269753513	529635088	664009313	4377455	46111143	5414418	1416617	33240201	1690652558	1847964	1675783024	324653136	204227873	9097461	2025607	4162209	123728	27067	4595379	570261	33396754	13479213	4399053	1135828	1421458	21768349	11502381	33270730	33263773	6452	325020600	207787367	1130914	69280	1205664	3889514	3826542	157	364969827	160592003	529208432	764761110	4534006	81904000	268677601	239265753	24570799	29373628	1878302	160997	3364080	37888	9450	79817	1055	329	522158	2674866
58	bodytrack	1	710	36	5.056	0.566	1.91025	3.375	1678758299	12570180	1686408	11228133	528058630	5010900	1391703620	128654	128654	8409016	269617573	529509025	662985036	4326523	46185712	5356650	1404792	32886340	1679968025	1847552	1681212219	323003738	205702739	9174944	2083303	4258187	126210	24996	4542994	565302	32747176	13155507	4255081	1117916	1398354	21406745	11460774	32867519	32861469	7139	322635146	206327892	1248968	68799	1202073	3886376	3823118	170	364748057	160330653	528376844	763195403	4549885	81905418	269959442	240323083	24793640	29598160	1874993	159889	3326777	37870	9817	80386	962	323	514926	2624972
59	bodytrack	2	710	36	5.056	0.566	1.9279375	3.40625	1672482916	12551560	1675348	10914689	526560640	5039631	1393230799	128948	128948	8486219	271096096	531814469	667387031	4375403	46486605	5444744	1423608	33386764	1699984558	1850532	1702023272	326943336	205432935	9311884	2080081	4289245	127620	23954	4546276	571800	32776402	13245596	4189204	1121960	1401986	21618829	11538410	33157239	33150911	6471	323350515	206789991	1380647	69326	1097716	3818671	3755013	145	362729578	159943109	526596840	760509791	4537935	81907211	268337963	238967467	24528669	29332269	1881244	161245	3484729	37884	10190	79469	970	333	519901	2562677
60	bodytrack	3	710	36	5.056	0.606	2.04525	3.375	1686016909	12561248	1718569	11141391	530404340	5046959	1396344125	129124	129124	8513477	269585908	529068999	664852632	4325184	45907997	5410590	1421086	33259443	1690120305	1850468	1692224690	325076401	206420570	9192248	2035540	4247597	122563	25998	4586026	573243	32826776	13253868	4316873	1108626	1414405	21970375	11662364	33632739	33626365	6943	322412619	206260796	1250907	69067	1447830	3904540	3840852	251	365735601	160671438	529632062	766070531	4568046	81906089	268071252	238736677	24493476	29296363	1877952	161243	3434798	37897	9801	79157	1015	325	519620	2653049
61	bodytrack	1	921	36	5.048	0.726	2.2914375	3.15625	1706192997	12330501	1657073	11021790	525813396	5022029	1394634250	128650	128650	8372609	268599582	527407486	661954741	4368271	45845286	5327534	1417596	32894432	1671565580	1846420	1706070949	321511319	204694009	9046361	1999520	4153387	117982	29390	4547453	567908	32461572	13150788	4175033	1107542	1396066	20895431	11530054	32425485	32420183	4759	322699102	206205218	1377061	68786	1203642	3930551	3867741	338	365599059	158973746	523760287	756198610	4555558	81903620	268099049	238784596	24477435	29276257	1880989	161349	3424751	37882	9470	79164	776	324	517218	2642694
62	bodytrack	2	921	36	5.04	0.725	2.3109375	3.1875	1725346657	12356935	1669890	11033752	532521714	4997695	1379609484	127969	127969	8455769	271695056	532550681	665856855	4337025	45915892	5290079	1400004	32573837	1692320352	1850456	1726344134	325394661	204961128	9026303	1999526	4144523	122448	24532	4498028	563906	32501773	13172640	4185647	1130264	1411444	21162338	11594224	32756562	32751043	5927	322322247	205940314	1250683	69092	1093124	3902942	3840030	211	364763800	158937745	523499453	755682280	4534073	81904497	271683597	241753621	25086414	29891759	1878936	162184	3478064	37896	9466	79162	733	330	517335	2607827
63	bodytrack	3	921	36	5.056	0.726	2.26875	3.125	1723238241	12377741	1664536	11244104	531995207	5032580	1387843435	128336	128336	8430985	269961574	529794379	663531022	4372684	45616075	5211103	1390756	32290721	1675390153	1844992	1709466730	322091031	204719813	9109576	2053829	4223462	121105	23257	4517562	565394	32837997	13422390	4181190	1138445	1427226	21337074	11626196	32963270	32958063	5547	323223544	206618337	1251841	69614	1094323	3949340	3886303	211	366017448	159409888	525158884	758355156	4553280	81906006	267566979	238327147	24403520	29201628	1876417	160886	3420661	37882	9835	79704	765	329	518094	2683832
64	bodytrack	1	1036	36	5.048	0.807	2.1688125	2.6875	1726317088	12401481	1655078	11117790	526794944	5007567	1399422090	128982	128982	8297356	268879743	527350759	660970181	4316109	45879300	5232367	1409720	32434980	1675936046	1846132	1725798030	322197370	205656402	8999291	1992293	4171252	119691	20404	4557953	567831	32956688	13546702	4110811	1105692	1391718	20912452	11435591	32348043	32343240	5428	320885708	205158874	1250351	68272	1318160	3882304	3818781	222	363612625	159092286	523700428	756854971	4545914	81903533	268134036	238801053	24500189	29294759	1877563	158658	3508064	37876	9780	79472	665	330	515035	2621204
65	bodytrack	2	1036	36	5.04	0.846	2.3265	2.75	1728695046	12370522	1650885	11064230	528059648	4984760	1379885600	127946	127946	8359502	269652857	528848181	662557697	4299134	45530695	5175068	1402210	32166947	1677295375	1845240	1728527672	322446294	204743950	9087142	2040072	4238922	123340	20505	4517181	566249	32500734	13272656	4067866	1108147	1397265	20923567	11477447	32401014	32396164	4865	322838725	206180635	1241652	69529	1447322	3877268	3815157	144	363488499	159301022	524470402	757993840	4564186	81906179	268967349	239440106	24691778	29489036	1881720	159954	3642400	37894	9805	80121	822	324	514622	2658086
66	bodytrack	3	1036	37	5.048	0.848	2.756	3.25	1724080900	12464443	1669432	10949367	527114890	5009348	1391567615	128874	128874	8337669	269539623	528939044	662646566	4409262	45255411	5118324	1390219	31804799	1675158308	1845120	1727916296	322173796	206182987	9179355	2070252	4263226	121769	21811	4538588	570826	32567902	13325817	4012286	1109016	1400952	20832927	11427352	32260279	32255366	4900	322066566	205732355	1133105	69447	1095435	3945518	3882772	186	365901063	158362303	522062502	753695150	4550412	81905244	271299769	241444821	25015064	29816725	1877115	161179	3407571	37888	10783	79439	767	332	516303	2618880
67	bodytrack	1	1132	37	5.048	0.848	2.4645	2.90625	1741580424	12350178	1690756	11034137	529060731	4966404	1391270064	128414	128414	8324264	266399241	523573112	657443449	4232660	45854065	5222430	1422600	32529221	1681343425	1847648	1740625514	323325086	205235012	9167598	2046569	4225957	122097	21840	4507371	558648	32445731	13191928	4007582	1108702	1395024	20978563	11492107	32470670	32465812	5292	322179929	205977414	1246719	69270	1202266	3862999	3799558	155	363171718	159751024	526229665	760317420	4528768	81905993	268458466	239016201	24613119	29404063	1877378	158601	3485843	37879	10166	79815	615	326	517852	2654906
68	bodytrack	2	1132	36	5.048	0.888	2.41425	2.71875	1725366774	12398824	1660902	10928030	524688802	4994055	1391360789	128508	128508	8360704	271710985	532228462	665743539	4315376	46576854	5234800	1422295	32544114	1692387107	1850428	1753734758	325734613	203381705	8939319	2013555	4136801	118264	23428	4510506	565801	32251245	13182181	4035571	1111895	1413153	20573130	11332466	31905596	31900859	4811	321067447	204989151	1378654	68252	1096445	3888725	3826793	147	364399640	159015159	524352038	757357030	4531011	81901306	272312059	242223772	25252555	30050071	1874116	160090	3339172	37879	9780	79492	722	332	515640	2736930
69	bodytrack	3	1132	37	5.04	0.887	2.46696875	2.78125	1728053579	12375985	1675058	10838193	525965714	4991786	1388388835	128215	128215	8325724	269767827	528904434	662323809	4353051	45621725	5129647	1412100	32028117	1680785201	1849024	1739298318	323318525	204910084	9009352	2004596	4145922	122775	21755	4482784	560237	31968806	13087145	3993393	1119789	1409039	20711890	11507141	32219031	32214557	4761	325014390	207742757	1244773	69830	1316954	4026592	3963682	189	367663366	160334936	527789480	763269440	4536754	81904555	270519972	240728669	24955888	29753093	1879901	161755	3522360	37876	9509	79175	612	332	513691	2633014
70	bodytrack	1	1224	37	5.04	1.009	3.027	3	1745588615	12252578	1680945	10988159	526700285	4973877	1381967531	127872	127872	8304722	269167427	527938699	661233575	4293262	45824391	5180853	1421966	32301977	1662580231	1842208	1733489299	319785075	204930403	9045047	2008066	4219859	122516	23298	4528037	560339	32032080	13033120	4062954	1123351	1423831	20784775	11602815	32387590	32382831	5040	324721412	207477464	1247367	69554	1087528	3806149	3741605	223	361828687	159656230	525783885	760316586	4529521	81903857	268079273	238714618	24534335	29326445	1877204	161115	3446266	37888	10784	79765	636	330	513006	2598599
71	bodytrack	2	1224	37	5.04	0.967	3.021875	3.125	1747047350	12426737	1664402	11068966	526494540	4987323	1392302757	129144	129144	8362391	269204741	528302262	660295055	4269078	45417625	5143051	1421981	32110487	1674189240	1844980	1748948272	321947750	205062359	9054512	2013699	4183048	121943	24577	4516847	561560	32281309	13173177	4029141	1111065	1407165	20570872	11392033	31962905	31958729	4568	322457464	205829227	1133447	68813	1092906	3910562	3848333	137	364654760	158848092	523879208	756762651	4557351	81901127	267980107	238688111	24461720	29253780	1878890	160055	3481655	37894	10155	79462	566	330	515389	2688589
72	bodytrack	3	1224	37	5.048	0.928	3.045	3.28125	1759630329	12309190	1661304	11102939	530240431	5020455	1394445095	129363	129363	8295096	269393742	528273090	661305080	4243640	44978003	5094850	1397336	31760226	1675543486	1844960	1750071813	322263365	205590782	9029137	2033839	4196750	125310	21619	4554908	565426	32453767	13269198	4014197	1112539	1413447	20717227	11531789	32249016	32244632	5121	321653264	205553986	1250821	68770	1202494	3912122	3849722	263	364460940	158826843	523303998	755873039	4530374	81906625	268282573	238912979	24538713	29331389	1882960	160474	3479304	37895	10502	79463	632	331	515934	2641227
73	bodytrack	1	1428	36	5.04	1.209	3.2491875	2.6875	1782481629	12231727	1650641	11034108	527622938	5016425	1390023753	128502	128502	8258485	268998510	528290340	660784469	4302765	45283615	5138308	1428066	32166841	1677085880	1846532	1777660757	322738635	204127954	9197139	2035388	4193112	119572	21516	4545690	564974	31940450	13111589	3969080	1128628	1419466	20350589	11491494	31842083	31838061	3945	319752250	204166316	1136320	68356	1200663	3914563	3852351	193	364152008	157912186	520119890	750498968	4559843	81903185	268164025	238831032	24502440	29294788	1875129	160223	3432039	37888	9811	79479	555	330	512558	2609144
